,FID,Long,Lat,ID,bio_1,bio_2,bio_3,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19,bio_20_100mm,bio_21,bio_22,bio_23,bio_24,bio_25,bio_26,bio_27,bio_28,bio_29
4424,4424,-73.418802,6.936583,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4425,4425,-73.418828,6.936371,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4426,4426,-73.418826,6.936044,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4427,4427,-73.418909,6.935954,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4428,4428,-73.418561,6.936767,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4429,4429,-73.418379,6.936842,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4430,4430,-73.418175,6.936958,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4431,4431,-73.417906,6.937123,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4432,4432,-73.417918,6.937212,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4433,4433,-73.418053,6.937223,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4434,4434,-73.418248,6.937374,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4435,4435,-73.418421,6.93747,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4436,4436,-73.418527,6.937535,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4437,4437,-73.418822,6.937587,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4438,4438,-73.419017,6.937615,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4439,4439,-73.419129,6.937627,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4440,4440,-73.419268,6.937661,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4441,4441,-73.419452,6.937705,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4442,4442,-73.419622,6.937726,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4443,4443,-73.419645,6.937708,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4444,4444,-73.419746,6.937572,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4445,4445,-73.419683,6.937476,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4446,4446,-73.419614,6.937363,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4447,4447,-73.419471,6.93731,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4448,4448,-73.419212,6.937267,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4449,4449,-73.419069,6.937192,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4450,4450,-73.418775,6.93706,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4451,4451,-73.41863,6.93684,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4452,4452,-73.417856,6.937186,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4453,4453,-73.417935,6.93724,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4454,4454,-73.418051,6.937239,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4455,4455,-73.418226,6.937376,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4456,4456,-73.418377,6.937464,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4457,4457,-73.418453,6.937516,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4458,4458,-73.418736,6.937589,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4459,4459,-73.418827,6.937592,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4460,4460,-73.418928,6.93761,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4461,4461,-73.418993,6.937718,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4462,4462,-73.419014,6.937794,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4463,4463,-73.419137,6.937968,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4464,4464,-73.419229,6.938167,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4465,4465,-73.419302,6.938247,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4466,4466,-73.419423,6.938172,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4467,4467,-73.419583,6.938192,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4468,4468,-73.419624,6.938179,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4469,4469,-73.419758,6.93823,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4470,4470,-73.419871,6.938346,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4471,4471,-73.419941,6.938542,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4472,4472,-73.419985,6.938783,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4473,4473,-73.419924,6.938959,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4474,4474,-73.41985,6.939066,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4475,4475,-73.419777,6.939062,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4476,4476,-73.419656,6.939028,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4477,4477,-73.419521,6.939028,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4478,4478,-73.419378,6.939038,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4479,4479,-73.419243,6.939053,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4480,4480,-73.418965,6.938969,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4481,4481,-73.418684,6.938947,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4482,4482,-73.418576,6.939075,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4483,4483,-73.418291,6.93919,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4484,4484,-73.41813,6.939088,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4485,4485,-73.417952,6.938774,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4486,4486,-73.417876,6.938446,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4487,4487,-73.417887,6.938151,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4488,4488,-73.417859,6.937844,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4489,4489,-73.417937,6.93751,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4490,4490,-73.413328,6.939046,3,252,92,92,252,302,203,99,249,252,255,248,1799,254,93,35,606,297,446,553,2,60016,9,5804,4193,1611,4605,4605,5248,4429
4491,4491,-73.413619,6.93925,3,252,92,92,252,302,203,99,249,252,255,248,1799,254,93,35,606,297,446,553,2,60016,9,5804,4193,1611,4605,4605,5248,4429
4492,4492,-73.413653,6.939335,3,252,92,92,252,302,203,99,249,252,255,248,1799,254,93,35,606,297,446,553,2,60016,9,5804,4193,1611,4605,4605,5248,4429
4493,4493,-73.413773,6.939572,3,252,92,92,252,302,203,99,249,252,255,248,1799,254,93,35,606,297,446,553,2,60016,9,5804,4193,1611,4605,4605,5248,4429
4494,4494,-73.413953,6.939705,3,252,92,92,252,302,203,99,249,252,255,248,1799,254,93,35,606,297,446,553,2,60016,9,5804,4193,1611,4605,4605,5248,4429
4495,4495,-73.414032,6.939829,3,252,92,92,252,302,203,99,249,252,255,248,1799,254,93,35,606,297,446,553,2,60016,9,5804,4193,1611,4605,4605,5248,4429
4496,4496,-73.4139,6.939931,3,252,92,92,252,302,203,99,249,252,255,248,1799,254,93,35,606,297,446,553,2,60016,9,5804,4193,1611,4605,4605,5248,4429
4497,4497,-73.413853,6.939933,3,252,92,92,252,302,203,99,249,252,255,248,1799,254,93,35,606,297,446,553,2,60016,9,5804,4193,1611,4605,4605,5248,4429
4498,4498,-73.413795,6.939915,3,252,92,92,252,302,203,99,249,252,255,248,1799,254,93,35,606,297,446,553,2,60016,9,5804,4193,1611,4605,4605,5248,4429
4499,4499,-73.413603,6.939842,3,252,92,92,252,302,203,99,249,252,255,248,1799,254,93,35,606,297,446,553,2,60016,9,5804,4193,1611,4605,4605,5248,4429
4500,4500,-73.413354,6.939666,3,252,92,92,252,302,203,99,249,252,255,248,1799,254,93,35,606,297,446,553,2,60016,9,5804,4193,1611,4605,4605,5248,4429
4501,4501,-73.413218,6.939607,3,252,92,92,252,302,203,99,249,252,255,248,1799,254,93,35,606,297,446,553,2,60016,9,5804,4193,1611,4605,4605,5248,4429
4502,4502,-73.413148,6.939501,3,252,92,92,252,302,203,99,249,252,255,248,1799,254,93,35,606,297,446,553,2,60016,9,5804,4193,1611,4605,4605,5248,4429
4503,4503,-73.413128,6.939459,3,252,92,92,252,302,203,99,249,252,255,248,1799,254,93,35,606,297,446,553,2,60016,9,5804,4193,1611,4605,4605,5248,4429
4504,4504,-73.413176,6.939236,3,252,92,92,252,302,203,99,249,252,255,248,1799,254,93,35,606,297,446,553,2,60016,9,5804,4193,1611,4605,4605,5248,4429
4505,4505,-73.413013,6.939719,3,252,92,92,252,302,203,99,249,252,255,248,1799,254,93,35,606,297,446,553,2,60016,9,5804,4193,1611,4605,4605,5248,4429
4506,4506,-73.413083,6.939779,3,252,92,92,252,302,203,99,249,252,255,248,1799,254,93,35,606,297,446,553,2,60016,9,5804,4193,1611,4605,4605,5248,4429
4507,4507,-73.413231,6.939813,3,252,92,92,252,302,203,99,249,252,255,248,1799,254,93,35,606,297,446,553,2,60016,9,5804,4193,1611,4605,4605,5248,4429
4508,4508,-73.413358,6.939879,3,252,92,92,252,302,203,99,249,252,255,248,1799,254,93,35,606,297,446,553,2,60016,9,5804,4193,1611,4605,4605,5248,4429
4509,4509,-73.413383,6.939937,3,252,92,92,252,302,203,99,249,252,255,248,1799,254,93,35,606,297,446,553,2,60016,9,5804,4193,1611,4605,4605,5248,4429
4510,4510,-73.413519,6.940057,3,252,92,92,252,302,203,99,249,252,255,248,1799,254,93,35,606,297,446,553,2,60016,9,5804,4193,1611,4605,4605,5248,4429
4511,4511,-73.413575,6.940081,3,252,92,92,252,302,203,99,249,252,255,248,1799,254,93,35,606,297,446,553,2,60016,9,5804,4193,1611,4605,4605,5248,4429
4512,4512,-73.413849,6.940211,3,252,92,92,252,302,203,99,249,252,255,248,1799,254,93,35,606,297,446,553,2,60016,9,5804,4193,1611,4605,4605,5248,4429
4513,4513,-73.413914,6.940169,3,252,92,92,252,302,203,99,249,252,255,248,1799,254,93,35,606,297,446,553,2,60016,9,5804,4193,1611,4605,4605,5248,4429
4514,4514,-73.413966,6.940124,3,252,92,92,252,302,203,99,249,252,255,248,1799,254,93,35,606,297,446,553,2,60016,9,5804,4193,1611,4605,4605,5248,4429
4515,4515,-73.413998,6.939939,3,252,92,92,252,302,203,99,249,252,255,248,1799,254,93,35,606,297,446,553,2,60016,9,5804,4193,1611,4605,4605,5248,4429
4516,4516,-73.413943,6.939961,3,252,92,92,252,302,203,99,249,252,255,248,1799,254,93,35,606,297,446,553,2,60016,9,5804,4193,1611,4605,4605,5248,4429
4517,4517,-73.413751,6.939936,3,252,92,92,252,302,203,99,249,252,255,248,1799,254,93,35,606,297,446,553,2,60016,9,5804,4193,1611,4605,4605,5248,4429
4518,4518,-73.413625,6.939849,3,252,92,92,252,302,203,99,249,252,255,248,1799,254,93,35,606,297,446,553,2,60016,9,5804,4193,1611,4605,4605,5248,4429
4519,4519,-73.413376,6.939707,3,252,92,92,252,302,203,99,249,252,255,248,1799,254,93,35,606,297,446,553,2,60016,9,5804,4193,1611,4605,4605,5248,4429
4520,4520,-73.413249,6.939625,3,252,92,92,252,302,203,99,249,252,255,248,1799,254,93,35,606,297,446,553,2,60016,9,5804,4193,1611,4605,4605,5248,4429
4521,4521,-73.41313,6.939486,3,252,92,92,252,302,203,99,249,252,255,248,1799,254,93,35,606,297,446,553,2,60016,9,5804,4193,1611,4605,4605,5248,4429
4522,4522,-73.413098,6.939564,3,252,92,92,252,302,203,99,249,252,255,248,1799,254,93,35,606,297,446,553,2,60016,9,5804,4193,1611,4605,4605,5248,4429
4523,4523,-73.413029,6.939555,3,252,92,92,252,302,203,99,249,252,255,248,1799,254,93,35,606,297,446,553,2,60016,9,5804,4193,1611,4605,4605,5248,4429
4524,4524,-73.41308,6.941581,3,252,92,92,252,302,203,99,249,252,255,248,1799,254,93,35,606,297,446,553,2,60016,9,5804,4193,1611,4605,4605,5248,4429
4525,4525,-73.413348,6.941499,3,252,92,92,252,302,203,99,249,252,255,248,1799,254,93,35,606,297,446,553,2,60016,9,5804,4193,1611,4605,4605,5248,4429
4526,4526,-73.413359,6.941422,3,252,92,92,252,302,203,99,249,252,255,248,1799,254,93,35,606,297,446,553,2,60016,9,5804,4193,1611,4605,4605,5248,4429
4527,4527,-73.413468,6.941193,3,252,92,92,252,302,203,99,249,252,255,248,1799,254,93,35,606,297,446,553,2,60016,9,5804,4193,1611,4605,4605,5248,4429
4528,4528,-73.413479,6.941133,3,252,92,92,252,302,203,99,249,252,255,248,1799,254,93,35,606,297,446,553,2,60016,9,5804,4193,1611,4605,4605,5248,4429
4529,4529,-73.413612,6.941106,3,252,92,92,252,302,203,99,249,252,255,248,1799,254,93,35,606,297,446,553,2,60016,9,5804,4193,1611,4605,4605,5248,4429
4530,4530,-73.413805,6.941287,3,252,92,92,252,302,203,99,249,252,255,248,1799,254,93,35,606,297,446,553,2,60016,9,5804,4193,1611,4605,4605,5248,4429
4531,4531,-73.413863,6.941326,3,252,92,92,252,302,203,99,249,252,255,248,1799,254,93,35,606,297,446,553,2,60016,9,5804,4193,1611,4605,4605,5248,4429
4532,4532,-73.413819,6.941585,3,252,92,92,252,302,203,99,249,252,255,248,1799,254,93,35,606,297,446,553,2,60016,9,5804,4193,1611,4605,4605,5248,4429
4533,4533,-73.413757,6.941857,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4534,4534,-73.413419,6.941822,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4535,4535,-73.413087,6.941738,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4536,4536,-73.413051,6.941726,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4537,4537,-73.413452,6.941834,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4538,4538,-73.413696,6.941886,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4539,4539,-73.413764,6.942181,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4540,4540,-73.413819,6.942382,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4541,4541,-73.413738,6.942594,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4542,4542,-73.413544,6.942597,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4543,4543,-73.413607,6.94295,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4544,4544,-73.41327,6.942798,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4545,4545,-73.413093,6.942837,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4546,4546,-73.412711,6.942727,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4547,4547,-73.412716,6.942476,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4548,4548,-73.412775,6.942474,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4549,4549,-73.412834,6.942343,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4550,4550,-73.412748,6.942189,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4551,4551,-73.412964,6.941719,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4552,4552,-73.411502,6.943714,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4553,4553,-73.411498,6.943911,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4554,4554,-73.411535,6.944403,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4555,4555,-73.411962,6.944622,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4556,4556,-73.412086,6.944642,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4557,4557,-73.412159,6.944681,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4558,4558,-73.412229,6.944661,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4559,4559,-73.412356,6.944669,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4560,4560,-73.412481,6.944583,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4561,4561,-73.412392,6.944244,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4562,4562,-73.412154,6.944067,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4563,4563,-73.411722,6.943882,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4564,4564,-73.411523,6.943719,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4565,4565,-73.411576,6.943462,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4566,4566,-73.411741,6.943227,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4567,4567,-73.411931,6.943408,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4568,4568,-73.412192,6.943572,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4569,4569,-73.412184,6.943672,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4570,4570,-73.412439,6.944003,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4571,4571,-73.412407,6.944217,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4572,4572,-73.412137,6.944064,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4573,4573,-73.411783,6.943914,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4574,4574,-73.413516,6.944604,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4575,4575,-73.413386,6.944653,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4576,4576,-73.413224,6.944867,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4577,4577,-73.41311,6.945032,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4578,4578,-73.412986,6.945175,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4579,4579,-73.412937,6.945218,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4580,4580,-73.412847,6.945274,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4581,4581,-73.412786,6.945292,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4582,4582,-73.412769,6.945338,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4583,4583,-73.412954,6.945472,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
