,FID,Long,Lat,ID,bio_1,bio_2,bio_3,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19,bio_20_100mm,bio_21,bio_22,bio_23,bio_24,bio_25,bio_26,bio_27,bio_28,bio_29
4584,4584,-73.413103,6.94555,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4585,4585,-73.413157,6.945635,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4586,4586,-73.413312,6.945869,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4587,4587,-73.413406,6.945967,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4588,4588,-73.413408,6.945856,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4589,4589,-73.413388,6.945714,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4590,4590,-73.413374,6.945554,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4591,4591,-73.413393,6.945452,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4592,4592,-73.413492,6.945254,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4593,4593,-73.413606,6.945132,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4594,4594,-73.413687,6.945044,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4595,4595,-73.41371,6.944802,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4596,4596,-73.413657,6.944691,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4597,4597,-73.413507,6.944503,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4598,4598,-73.4133,6.944328,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4599,4599,-73.413399,6.944199,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4600,4600,-73.413549,6.94422,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4601,4601,-73.413694,6.94428,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4602,4602,-73.413852,6.944288,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4603,4603,-73.413912,6.944312,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4604,4604,-73.414002,6.944335,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4605,4605,-73.414148,6.944392,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4606,4606,-73.414322,6.944407,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4607,4607,-73.414368,6.94444,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4608,4608,-73.414344,6.944521,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4609,4609,-73.414256,6.944642,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4610,4610,-73.414142,6.944649,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4611,4611,-73.414006,6.944556,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4612,4612,-73.413908,6.944474,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4613,4613,-73.413838,6.944456,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4614,4614,-73.413643,6.944504,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4615,4615,-73.414282,6.944642,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4616,4616,-73.414325,6.944481,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4617,4617,-73.414627,6.944476,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4618,4618,-73.41468,6.94453,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4619,4619,-73.414609,6.94479,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4620,4620,-73.41456,6.944889,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4621,4621,-73.414452,6.944977,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4622,4622,-73.414341,6.944981,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4623,4623,-73.414242,6.944951,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4624,4624,-73.41426,6.944748,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4625,4625,-73.414239,6.944943,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4626,4626,-73.414427,6.944991,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4627,4627,-73.41454,6.944915,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4628,4628,-73.414568,6.944948,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4629,4629,-73.414595,6.944964,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4630,4630,-73.414608,6.945027,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4631,4631,-73.414571,6.945231,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4632,4632,-73.414525,6.945315,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4633,4633,-73.414566,6.945464,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4634,4634,-73.414592,6.945636,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4635,4635,-73.414457,6.945715,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4636,4636,-73.414298,6.945789,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4637,4637,-73.414172,6.945726,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4638,4638,-73.414233,6.945596,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4639,4639,-73.414259,6.945524,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4640,4640,-73.41425,6.945459,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4641,4641,-73.41426,6.945296,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4642,4642,-73.414242,6.945184,3,259,96,94,262,310,208,102,255,258,261,254,1879,276,88,36,647,303,478,581,2,62954,8,5877,4742,1135,5005,5005,5446,4793
4643,4643,-73.165936,7.224123,3,241,96,92,245,294,190,104,239,242,244,237,1454,201,72,32,486,262,427,444,3,60775,8,5607,4493,1114,4846,4846,5001,4564
4644,4644,-73.433803,6.916087,3,242,85,90,304,289,195,94,237,242,244,237,1710,233,85,34,576,268,282,510,3,56230,7,5307,4256,1051,4483,4483,4927,4329
4645,4645,-73.433206,6.916548,3,251,90,91,273,301,203,98,247,251,253,246,1840,257,96,35,619,302,322,567,2,59670,9,5791,4367,1424,4696,4696,5116,4441
4646,4646,-73.432278,6.915957,3,251,90,91,273,301,203,98,247,251,253,246,1840,257,96,35,619,302,322,567,2,59670,9,5791,4367,1424,4696,4696,5116,4441
4647,4647,-73.432983,6.915402,3,251,90,91,273,301,203,98,247,251,253,246,1840,257,96,35,619,302,322,567,2,59670,9,5791,4367,1424,4696,4696,5116,4441
4648,4648,-73.43387,6.916103,3,242,85,90,304,289,195,94,237,242,244,237,1710,233,85,34,576,268,282,510,3,56230,7,5307,4256,1051,4483,4483,4927,4329
4649,4649,-73.432328,6.915931,3,251,90,91,273,301,203,98,247,251,253,246,1840,257,96,35,619,302,322,567,2,59670,9,5791,4367,1424,4696,4696,5116,4441
4650,4650,-73.432459,6.914897,3,251,90,91,273,301,203,98,247,251,253,246,1840,257,96,35,619,302,322,567,2,59670,9,5791,4367,1424,4696,4696,5116,4441
4651,4651,-73.433814,6.91486,3,242,85,90,304,289,195,94,237,242,244,237,1710,233,85,34,576,268,282,510,3,56230,7,5307,4256,1051,4483,4483,4927,4329
4652,4652,-73.430514,6.915531,3,251,90,91,273,301,203,98,247,251,253,246,1840,257,96,35,619,302,322,567,2,59670,9,5791,4367,1424,4696,4696,5116,4441
4653,4653,-73.43051,6.915534,3,251,90,91,273,301,203,98,247,251,253,246,1840,257,96,35,619,302,322,567,2,59670,9,5791,4367,1424,4696,4696,5116,4441
4654,4654,-73.429959,6.916239,3,251,90,91,273,301,203,98,247,251,253,246,1840,257,96,35,619,302,322,567,2,59670,9,5791,4367,1424,4696,4696,5116,4441
4655,4655,-73.429977,6.916403,3,251,90,91,273,301,203,98,247,251,253,246,1840,257,96,35,619,302,322,567,2,59670,9,5791,4367,1424,4696,4696,5116,4441
4656,4656,-73.430528,6.915723,3,251,90,91,273,301,203,98,247,251,253,246,1840,257,96,35,619,302,322,567,2,59670,9,5791,4367,1424,4696,4696,5116,4441
4657,4657,-73.429814,6.916673,3,247,88,91,273,296,200,96,243,247,249,242,1777,244,93,34,595,289,305,542,2,57343,10,5707,4187,1520,4564,4564,4995,4263
4658,4658,-73.431146,6.917221,3,247,88,91,273,296,200,96,243,247,249,242,1777,244,93,34,595,289,305,542,2,57343,10,5707,4187,1520,4564,4564,4995,4263
4659,4659,-73.431138,6.916822,3,247,88,91,273,296,200,96,243,247,249,242,1777,244,93,34,595,289,305,542,2,57343,10,5707,4187,1520,4564,4564,4995,4263
4660,4660,-73.431158,6.914818,3,251,90,91,273,301,203,98,247,251,253,246,1840,257,96,35,619,302,322,567,2,59670,9,5791,4367,1424,4696,4696,5116,4441
4661,4661,-73.431139,6.914373,3,251,90,91,273,301,203,98,247,251,253,246,1840,257,96,35,619,302,322,567,2,59670,9,5791,4367,1424,4696,4696,5116,4441
4662,4662,-73.432713,6.914697,3,251,90,91,273,301,203,98,247,251,253,246,1840,257,96,35,619,302,322,567,2,59670,9,5791,4367,1424,4696,4696,5116,4441
4663,4663,-73.43441,6.91696,3,239,83,89,310,285,192,93,234,239,241,233,1664,226,81,33,561,257,272,490,3,54407,9,5236,3818,1419,4275,4275,4835,4083
4664,4664,-73.434872,6.916543,3,242,85,90,304,289,195,94,237,242,244,237,1710,233,85,34,576,268,282,510,3,56230,7,5307,4256,1051,4483,4483,4927,4329
4665,4665,-73.43419,6.916148,3,242,85,90,304,289,195,94,237,242,244,237,1710,233,85,34,576,268,282,510,3,56230,7,5307,4256,1051,4483,4483,4927,4329
4666,4666,-73.433674,6.916592,3,242,85,90,304,289,195,94,237,242,244,237,1710,233,85,34,576,268,282,510,3,56230,7,5307,4256,1051,4483,4483,4927,4329
4667,4667,-73.434342,6.917065,3,239,83,89,310,285,192,93,234,239,241,233,1664,226,81,33,561,257,272,490,3,54407,9,5236,3818,1419,4275,4275,4835,4083
4668,4668,-73.433438,6.916969,3,239,83,89,310,285,192,93,234,239,241,233,1664,226,81,33,561,257,272,490,3,54407,9,5236,3818,1419,4275,4275,4835,4083
4669,4669,-73.434919,6.916776,3,239,83,89,310,285,192,93,234,239,241,233,1664,226,81,33,561,257,272,490,3,54407,9,5236,3818,1419,4275,4275,4835,4083
4670,4670,-73.417776,6.939553,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4671,4671,-73.418014,6.939758,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4672,4672,-73.418072,6.939771,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4673,4673,-73.418147,6.939812,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4674,4674,-73.418582,6.939979,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4675,4675,-73.418932,6.940005,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4676,4676,-73.419262,6.939939,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4677,4677,-73.418906,6.93982,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4678,4678,-73.418618,6.939712,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4679,4679,-73.4185,6.939683,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4680,4680,-73.418331,6.939464,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4681,4681,-73.418225,6.939213,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4682,4682,-73.418036,6.939299,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4683,4683,-73.417856,6.939426,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4684,4684,-73.417777,6.93957,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4685,4685,-73.418015,6.939786,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4686,4686,-73.418125,6.939807,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4687,4687,-73.418285,6.939903,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4688,4688,-73.418532,6.939983,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4689,4689,-73.418718,6.939994,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4690,4690,-73.419063,6.939992,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4691,4691,-73.419177,6.940249,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4692,4692,-73.419206,6.940359,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4693,4693,-73.419136,6.940542,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4694,4694,-73.419094,6.94066,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4695,4695,-73.418968,6.940743,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4696,4696,-73.418637,6.940802,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4697,4697,-73.41854,6.940815,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4698,4698,-73.418144,6.940833,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4699,4699,-73.417814,6.940821,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4700,4700,-73.417275,6.940815,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4701,4701,-73.4173,6.940496,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4702,4702,-73.417273,6.940285,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4703,4703,-73.417444,6.939911,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4704,4704,-73.417583,6.939723,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4705,4705,-73.417262,6.940807,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4706,4706,-73.417634,6.940816,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4707,4707,-73.417931,6.940828,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4708,4708,-73.418185,6.940843,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4709,4709,-73.418427,6.940833,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4710,4710,-73.418689,6.940803,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4711,4711,-73.419034,6.940763,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4712,4712,-73.41904,6.941092,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4713,4713,-73.419073,6.941165,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4714,4714,-73.418896,6.941258,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4715,4715,-73.418455,6.941344,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4716,4716,-73.418193,6.941347,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4717,4717,-73.418063,6.941382,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4718,4718,-73.417857,6.941563,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4719,4719,-73.417764,6.941552,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4720,4720,-73.417434,6.941529,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4721,4721,-73.417263,6.941261,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4722,4722,-73.417871,6.941648,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
4723,4723,-73.417905,6.94171,3,251,91,92,265,300,202,98,247,251,253,246,1803,253,93,35,607,296,319,554,2,58684,10,5785,4187,1598,4612,4612,5308,4336
4724,4724,-73.418009,6.941655,3,251,91,91,273,301,202,99,247,251,253,246,1810,254,94,35,609,298,320,557,2,58955,10,5716,4216,1500,4625,4625,5095,4348
